Method,Silhouette_Score,Calinski_Harabasz,Davies_Bouldin
KMeans,0.3701612111237456,163.4399824600914,1.0011298928264825
GMM,0.22667059988400215,92.57967138399317,2.1058354506427777
Hierarchical,0.3268168526807959,132.6135304328699,0.9595273780220825
